sku,parent_sku,locale,attribute_family_code,type,categories,images,name,description,short_description,status,visible_individually,new,featured,guest_checkout,length,width,height,weight,tax_category_name,price,cost,special_price,special_price_from,special_price_to,customer_group_prices,url_key,meta_title,meta_keywords,meta_description,manage_stock,inventories,related_skus,cross_sell_skus,up_sell_skus,configurable_variants,bundle_options,associated_skus
BRACELET-SIMPLE-002,,fr,default,simple,Bijoux/Bracelets,"01_Bracelet-004-Face.jpg,02_Bracelet-004-Detail.jpg",Bracelet Acier Perles Argent,Bracelet chaîne acier inoxydable avec perles argent plaqué création artisanale. L'alliance de l'acier et des perles argent crée un ensemble harmonieux et élégant. Design moderne et épuré. Confortable pour un port prolongé. Bijou tendance pour un style contemporain,Bracelet acier perles argent,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-acier-perles-argent,Bracelet Acier Perles Argent Greedys Martigues,bracelet acier perles argent Greedys Martigues artisanal moderne,Bracelet acier perles argent par Greedys à Martigues,1,default=1,BRACELET-SIMPLE-001,BRACELET-GOLDSTONE-001,,,,
BRACELET-SIMPLE-003,,fr,default,simple,Bijoux/Bracelets,01_Bracelet-005-Face.jpg,Bracelet Chaîne Acier Perles,Bracelet chaîne en acier inoxydable orné de perles création artisanale. Les perles délicates apportent féminité et raffinement. La chaîne en acier garantit solidité et durabilité. Longueur ajustable pour tous les poignets. Bijou élégant pour toutes les occasions,Bracelet chaîne acier perles,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-chaine-acier-perles,Bracelet Chaîne Acier Perles Greedys Martigues,bracelet chaîne acier perles Greedys Martigues artisanal,Bracelet chaîne acier perles par Greedys à Martigues,1,default=1,BRACELET-SIMPLE-002,BRACELET-AGATE-001,,,,
BRACELET-GOLDSTONE-001,,fr,default,simple,Bijoux/Bracelets,"01_Goldstone-Face.jpg,02_Goldstone-Detail.jpg",Bracelet Gold Stone,Magnifique bracelet chaîne acier avec perles Gold Stone création unique artisanale. La pierre Gold Stone aux reflets dorés scintillants apporte une touche de magie et de mystère. Associée à des perles argent plaqué or et chaîne acier inoxydable. Pièce unique alliant beauté naturelle et artisanat. Bijou précieux pour les amateurs de pierres,Bracelet Gold Stone acier perles argent,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-gold-stone,Bracelet Gold Stone Greedys Martigues,bracelet gold stone acier perles Greedys Martigues artisanal pierre,Bracelet Gold Stone avec perles argent par Greedys à Martigues,1,default=1,BRACELET-GRENAT-001,BRACELET-AGATE-001,,,,
BRACELET-GRENAT-001,,fr,default,simple,Bijoux/Bracelets,"01_Grenat-Face.jpg,02_Grenat-Detail.jpg",Bracelet Double Rang Grenat Pierre de Lune,Bracelet double rang de prestige grenat et pierre de lune création artisanale. L'association du grenat rouge profond et de la pierre de lune aux reflets nacrés crée une harmonie captivante. Perles argent plaqué or et chaîne acier inoxydable. Longueur 16 cm avec extension 5 cm. Bijou raffiné aux pierres semi-précieuses,Bracelet double rang grenat pierre de lune,1,1,0,0,1,,,0.2,0.2,,39,,,,,,bracelet-double-rang-grenat-pierre-lune,Bracelet Double Rang Grenat Pierre de Lune Greedys Martigues,bracelet double rang grenat pierre de lune Greedys Martigues artisanal pierre semi-précieuse,Bracelet double rang grenat et pierre de lune par Greedys à Martigues,1,default=1,BRACELET-AGATE-PERIDOT-001,BRACELET-QUARTZ-001,,,,
BRACELET-LAPIS-DOUBLE-001,,fr,default,simple,Bijoux/Bracelets,"01_Lapis-Double-Face.jpg,02_Lapis-Double-Detail.jpg",Bracelet Double Rang Lapis Lazuli,Bracelet double rang en lapis lazuli création artisanale prestige. Le lapis lazuli aux profonds tons bleus parsemés de pyrite dorée évoque le ciel étoilé. Perles argent plaqué or et chaîne acier inoxydable. Longueur 16 cm avec chaîne d'extension. Pierre semi-précieuse réputée pour sa beauté intemporelle,Bracelet double rang lapis lazuli,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-double-rang-lapis-lazuli,Bracelet Double Rang Lapis Lazuli Greedys Martigues,bracelet double rang lapis lazuli Greedys Martigues artisanal pierre bleue,Bracelet double rang lapis lazuli par Greedys à Martigues,1,default=1,BRACELET-LAPIS-001,BRACELET-AGATE-PERIDOT-001,,,,
BRACELET-LAPIS-001,,fr,default,simple,Bijoux/Bracelets,"01_Lapis-Face.jpg,02_Lapis-Detail.jpg",Bracelet Lapis Lazuli,Bracelet chaîne acier avec perles lapis lazuli création artisanale. Le lapis lazuli bleu profond apporte élégance et mystère. Perles argent plaqué or pour une harmonie parfaite. Chaîne acier inoxydable solide. Pierre semi-précieuse appréciée depuis l'Antiquité,Bracelet lapis lazuli acier perles argent,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-lapis-lazuli,Bracelet Lapis Lazuli Greedys Martigues,bracelet lapis lazuli acier perles Greedys Martigues artisanal pierre bleue,Bracelet lapis lazuli avec perles argent par Greedys à Martigues,1,default=1,BRACELET-LAPIS-DOUBLE-001,BRACELET-GOLDSTONE-001,,,,
BRACELET-DOUBLES-RANG-001,,fr,default,simple,Bijoux/Bracelets,"01_Doubles-Rang-Face.jpg,02_Doubles-Rang-Detail.jpg",Bracelet Double Rang Pierres Semi-Précieuses,Bracelet double rang en pierres semi-précieuses création exclusive artisanale. Mélange harmonieux de pierres naturelles aux couleurs variées. Perles argent plaqué or et chaîne acier inoxydable. Longueur 16 cm avec chaîne d'extension. Pièce unique célébrant la beauté de la nature,Bracelet double rang pierres semi-précieuses,1,1,0,0,1,,,0.2,0.2,,39,,,,,,bracelet-double-rang-pierres-semi-precieuses,Bracelet Double Rang Pierres Semi-Précieuses Greedys Martigues,bracelet double rang pierres semi-précieuses Greedys Martigues artisanal nature,Bracelet double rang pierres semi-précieuses par Greedys à Martigues,1,default=1,BRACELET-AGATE-PERIDOT-001,BRACELET-QUARTZ-001,,,,
BRACELET-QUARTZ-001,,fr,default,simple,Bijoux/Bracelets,"01_Quartz-Face.jpg,02_Quartz-Detail.jpg",Bracelet Double Rang Quartz Pierre de Lune,Bracelet double rang quartz et pierre de lune création raffinée artisanale. Le quartz transparent et la pierre de lune aux reflets laiteux créent une alliance lumineuse et pure. Perles argent plaqué or et acier inoxydable. Longueur 16 cm avec chaîne d'extension. Bijou délicat aux pierres naturelles,Bracelet double rang quartz pierre de lune,1,1,0,0,1,,,0.2,0.2,,39,,,,,,bracelet-double-rang-quartz-pierre-lune,Bracelet Double Rang Quartz Pierre de Lune Greedys Martigues,bracelet double rang quartz pierre de lune Greedys Martigues artisanal pierre claire,Bracelet double rang quartz et pierre de lune par Greedys à Martigues,1,default=1,BRACELET-GRENAT-001,BRACELET-AGATE-PERIDOT-001,,,,
BRACELET-TOURMALINE-001,,fr,default,simple,Bijoux/Bracelets,"01_Tourmaline-Face.jpg,02_Tourmaline-Detail.jpg",Bracelet Double Rang Tourmaline Aventurine,Bracelet double rang tourmaline et aventurine création unique artisanale. La tourmaline aux tons variés et l'aventurine verte créent une palette naturelle harmonieuse. Perles argent plaqué or et chaîne acier. Longueur 16 cm avec extension. Pierres semi-précieuses réputées pour leur beauté,Bracelet double rang tourmaline aventurine,1,1,0,0,1,,,0.2,0.2,,39,,,,,,bracelet-double-rang-tourmaline-aventurine,Bracelet Double Rang Tourmaline Aventurine Greedys Martigues,bracelet double rang tourmaline aventurine Greedys Martigues artisanal pierre,Bracelet double rang tourmaline et aventurine par Greedys à Martigues,1,default=1,BRACELET-QUARTZ-001,BRACELET-UNAKITE-001,,,,
BRACELET-UNAKITE-001,,fr,default,simple,Bijoux/Bracelets,"01_Unakite-Face.jpg,02_Unakite-Detail.jpg",Bracelet Unakite,Bracelet chaîne acier avec perles unakite création artisanale. L'unakite aux teintes vertes et roses apporte une touche de nature et de douceur. Perles argent plaqué or pour un ensemble raffiné. Chaîne acier inoxydable. Pierre semi-précieuse unique et apaisante,Bracelet unakite acier perles argent,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-unakite,Bracelet Unakite Greedys Martigues,bracelet unakite acier perles Greedys Martigues artisanal pierre verte rose,Bracelet unakite avec perles argent par Greedys à Martigues,1,default=1,BRACELET-AGATE-001,BRACELET-GOLDSTONE-001,,,,
